query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10
q-001	0.7276	0.8000	0.8000	1.0000			1.0000
q-002	0.6714	0.6667	0.6667	0.6667			1.0000
q-003	0.4441	0.6667	1.0000	1.0000			0.5000
q-004	0.4731	0.6000	1.0000	1.0000			0.5000
q-005	0.5110	1.0000	1.0000	1.0000			0.3333
q-006	0.7045	1.0000	1.0000	1.0000			0.5000
q-007	0.9060	1.0000	1.0000	1.0000			1.0000
q-008	0.6309	1.0000	1.0000	1.0000			0.5000
q-009	0.4307	1.0000	1.0000	1.0000			0.2500
q-010	0.6714	0.6667	0.6667	1.0000			1.0000
q-011	0.7654	0.6667	0.6667	1.0000			1.0000
q-012	0.6508	0.6667	1.0000	1.0000			1.0000
q-013	0.4632	0.6667	0.6667	1.0000			0.5000
q-014	0.2021	0.3333	0.6667	0.6667			0.2500
q-015	0.2044	0.5000	0.5000	1.0000			0.1429
q-016	0.4306	1.0000	1.0000	1.0000			0.2000
q-017	0.3890	1.0000	1.0000	1.0000			0.1429
q-018	0.2463	0.2500	0.5000	1.0000			0.5000
q-019	0.4693	0.3333	0.3333	0.6667			1.0000
q-020	0.3869	0.5000	0.5000	0.5000			0.5000
q-021	0.1175	0.2500	0.2500	0.7500			0.1111
q-022	0.5274	0.7500	1.0000	1.0000			0.5000
q-023	0.8711	1.0000	1.0000	1.0000			1.0000
q-024	0.0000	0.0000	0.0000	0.0000			0.0000
q-025	0.1846	0.5000	0.5000	0.5000			0.1111
q-026	0.2717	0.4000	0.6000	0.8000			0.3333
q-027	0.7366	0.7500	1.0000	1.0000			1.0000
q-028	0.6596	0.7500	1.0000	1.0000			1.0000
q-029	0.2463	0.2500	0.5000	0.7500			0.5000
q-030	1.0000	1.0000	1.0000	1.0000			1.0000
q-031	0.6665	1.0000	1.0000	1.0000			0.5000
q-032	0.3869	0.5000	0.5000	1.0000			0.5000
q-033	0.2961	0.3333	0.3333	0.3333			0.5000
q-034	0.0000	0.0000	0.0000	1.0000			0.0000
q-035	0.0000	0.0000	0.0000	1.0000			0.0000
q-036	0.4825	1.0000	1.0000	1.0000			0.2500
q-037	0.0000	0.0000	0.0000	0.5000			0.0000
q-038	0.4693	0.3333	0.3333	0.3333			1.0000
q-039	1.0000	1.0000	1.0000	1.0000			1.0000
q-040	1.0000	1.0000	1.0000	1.0000			1.0000
q-041	0.2021	0.3333	0.3333	0.3333			0.2500
q-042	0.3827	0.6667	1.0000	1.0000			0.3333
q-043	0.4693	0.3333	0.3333	0.3333			1.0000
q-044	0.4693	0.3333	0.3333	1.0000			1.0000
q-045	0.3392	0.2000	0.6000	1.0000			1.0000
q-046	0.0000	0.0000	0.1667	0.5000			0.0000
q-047	0.4317	0.5000	0.7500	1.0000			0.5000
q-048	0.2685	0.2500	0.3750	0.5000			0.5000
q-049	0.7227	0.6000	0.6000	1.0000			1.0000
q-050	0.3794	0.2500	0.3750	0.6250			1.0000
q-051	0.3301	0.1429	0.2143	0.2143			1.0000
q-052	0.0000	0.0000	0.3333	1.0000			0.0000
q-053	0.2529	0.1250	0.2500	0.2500			1.0000
q-054	0.2184	0.5000	1.0000	1.0000			0.1667
q-055	0.2258	0.3333	0.5000	1.0000			0.2500
q-056	0.5552	0.1875	0.4375	0.9688			0.5000
q-057	0.3282	0.0714	0.0893	0.2143			0.3333
q-058	0.2201	0.0417	0.1250	0.1250			1.0000
q-059	0.1389	0.0278	0.1389	0.5278			0.5000
q-060	0.1389	0.0278	0.1389	0.5278			0.5000
